
Naive Bayes Classifier

                Class
Attribute           A      C      D      E      F      G      H      L      P      R
                  (0)    (0) (0.12) (0.12)  (0.1) (0.15) (0.12) (0.07) (0.15) (0.17)
=====================================================================================
OBJNUM
  63.6             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  63.66            1.0    1.0    1.0    1.0    1.0   12.0    1.0    1.0    1.0    1.0
  63.69            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    9.0
  63.7             1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  63.89            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    9.0
  63.91            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  63.98            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  64.01            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  64.08            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  64.14            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    1.0
  64.2             1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  64.26            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0
  64.35            1.0    1.0    1.0    6.0    1.0   11.0    1.0    1.0    1.0    1.0
  64.38            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  64.4             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    9.0
  64.44            1.0    1.0    1.0    1.0    5.0    8.0    1.0    7.0    1.0    1.0
  64.51            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    7.0
  64.54            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  64.62            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0
  64.66            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  64.85            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  64.88            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  65               1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    8.0
  65.12            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  65.19            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  65.22            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    8.0
  65.3             1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0
  65.55            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  65.8             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    9.0
  65.92            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  65.97            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  66.13            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  66.21            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  66.29            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    8.0
  66.53            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  66.65            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0    1.0
  66.89            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  67.01            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0    1.0
  67.07            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  67.12            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  67.18            1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0    1.0    1.0
  67.2             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  67.27            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  67.42            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0   13.0
  67.48            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  67.62            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  67.74            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0    1.0
  67.96            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  67.98            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  68               1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    8.0
  68.03            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  68.1             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  68.12            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    9.0
  68.59            1.0    1.0    1.0    1.0    1.0   14.0    1.0    1.0    1.0    1.0
  68.62            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0
  68.77            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  68.88            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    8.0
  69.12            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  69.35            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  69.4             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  69.81            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  69.89            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  70.01            1.0    1.0    1.0    1.0    1.0    8.0    1.0    1.0    1.0    1.0
  70.26            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  70.49            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  70.68            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  72.01            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    1.0
  73               1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  73.24            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  73.25            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  73.5             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  75.07            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  75.17            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  76.03            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  76.49            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  77.47            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  80.81            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    9.0
  80.92            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0
  [total]        898.0  898.0 3329.0 3398.0 2898.0 3911.0 3398.0 2398.0 3887.0 4401.0



Time taken to build model: 0.64 seconds
Time taken to test model on training data: 0.42 seconds

=== Error on training data ===

Correctly Classified Instances       14103               69.0106 %
Incorrectly Classified Instances      6333               30.9894 %
Kappa statistic                          0.6447
K&B Relative Info Score            1346462.594  %
K&B Information Score                39881.9751 bits      1.9516 bits/instance
Class complexity | order 0           60507.7026 bits      2.9608 bits/instance
Class complexity | scheme            22695.0233 bits      1.1105 bits/instance
Complexity improvement     (Sf)      37812.6792 bits      1.8503 bits/instance
Mean absolute error                      0.0823
Root mean squared error                  0.201 
Relative absolute error                 47.3722 %
Root relative squared error             68.2122 %
Total Number of Instances            20436     


=== Detailed Accuracy By Class ===

               TP Rate   FP Rate   Precision   Recall  F-Measure   ROC Area  Class
                 0         0          0         0         0          ?        A
                 0         0          0         0         0          ?        C
                 0.714     0.026      0.788     0.714     0.749      0.962    D
                 0.614     0.041      0.675     0.614     0.643      0.953    E
                 0.617     0.058      0.534     0.617     0.573      0.943    F
                 0.745     0.028      0.82      0.745     0.781      0.971    G
                 0.688     0.042      0.698     0.688     0.693      0.965    H
                 0.785     0.066      0.484     0.785     0.599      0.966    L
                 0.69      0.045      0.723     0.69      0.706      0.955    P
                 0.684     0.045      0.757     0.684     0.718      0.953    R
Weighted Avg.    0.69      0.042      0.706     0.69      0.694      0.958


=== Confusion Matrix ===

    a    b    c    d    e    f    g    h    i    j   <-- classified as
    0    0    0    0    0    0    0    0    0    0 |    a = A
    0    0    0    0    0    0    0    0    0    0 |    b = C
    0    0 1735  133   58   95   79  222   49   60 |    c = D
    0    0   33 1534  375   54  190  207   48   59 |    d = E
    0    0   15  209 1234   64  172  223   39   44 |    e = F
    0    0  216   65  145 2246  138   43   64   96 |    f = G
    0    0   56  114  208   91 1720  235   33   43 |    g = H
    0    0   10   84  150   13   57 1178    4    4 |    h = L
    0    0   51   65   68   88   57  135 2061  464 |    i = P
    0    0   86   69   71   89   52  190  551 2395 |    j = R


=== Error on test data ===

Correctly Classified Instances          46                0.9004 %
Incorrectly Classified Instances      5063               99.0996 %
Kappa statistic                          0.0056
K&B Relative Info Score              26562.4536 %
K&B Information Score                  786.775  bits      0.154  bits/instance
Class complexity | order 0           72281.1456 bits     14.1478 bits/instance
Class complexity | scheme           114048.3702 bits     22.323  bits/instance
Complexity improvement     (Sf)     -41767.2246 bits     -8.1752 bits/instance
Mean absolute error                      0.1984
Root mean squared error                  0.387 
Relative absolute error                 99.3618 %
Root relative squared error            115.2282 %
Total Number of Instances             5109     


=== Detailed Accuracy By Class ===

               TP Rate   FP Rate   Precision   Recall  F-Measure   ROC Area  Class
                 0         0          0         0         0          0.599    A
                 0         0          0         0         0          0.398    C
                 0.59      0.217      0.04      0.59      0.076      0.768    D
                 0         0.043      0         0         0          ?        E
                 0         0.081      0         0         0          ?        F
                 0         0.168      0         0         0          ?        G
                 0         0.262      0         0         0          ?        H
                 0         0.073      0         0         0          ?        L
                 0         0.059      0         0         0          ?        P
                 0         0.091      0         0         0          ?        R
Weighted Avg.    0.009     0.003      0.001     0.009     0.001      0.523


=== Confusion Matrix ===

    a    b    c    d    e    f    g    h    i    j   <-- classified as
    0    0  172  168  295  296 1136  315  253  397 |    a = A
    0    0  919   47  115  561  197   45   49   66 |    b = C
    0    0   46    3    2    2    6   14    1    4 |    c = D
    0    0    0    0    0    0    0    0    0    0 |    d = E
    0    0    0    0    0    0    0    0    0    0 |    e = F
    0    0    0    0    0    0    0    0    0    0 |    f = G
    0    0    0    0    0    0    0    0    0    0 |    g = H
    0    0    0    0    0    0    0    0    0    0 |    h = L
    0    0    0    0    0    0    0    0    0    0 |    i = P
    0    0    0    0    0    0    0    0    0    0 |    j = R

